Date,Transaction Type,No.,Memo/Description,Account No.,Account,Debit,Credit,Created By,Created
04/24/2025,Payment,1268,Customer payment 4729,1010,Cash and cash equivalents:Operating account,"7,372.91",,System Administrator,04/24/2025 3:18:28 PM
,,,Customer payment 4729,1200,Accounts receivable,,"7,372.91",,
04/25/2025,Invoice,1267,Progress billing 4727,1200,Accounts receivable,"6,595.73",,a.varga,04/25/2025 3:47:57 PM
,,,Progress billing 4727,4010,Revenue:Product,,"5,496.44",,
,,,Progress billing 4727,2100,Sales tax payable,,"1,099.29",,
04/25/2025,Invoice,1269,Invoice 2025-4730,1200,Accounts receivable,"7,201.80",,System Administrator,04/25/2025 5:02:30 PM
,,,Invoice 2025-4730,4030,Revenue:Support,,"6,001.50",,
,,,Invoice 2025-4730,2100,Sales tax payable,,"1,200.30",,
04/26/2025,Invoice,1197,Progress billing 4587,1200,Accounts receivable,"8,929.88",,a.varga,04/26/2025 3:19:04 AM
,,,Progress billing 4587,4020,Revenue:Services,,"7,441.57",,
,,,Progress billing 4587,2100,Sales tax payable,,"1,488.31",,
04/26/2025,Bill Payment (Check),1210,Payment to supplier 4611,02010,Accounts payable,"5,821.07",,d.okonkwo,04/26/2025 5:57:02 PM
,,,Payment to supplier 4611,1010,Cash and cash equivalents:Operating account,,"5,821.07",,
04/26/2025,Credit Memo,1230,Credit note 4652,4090,Sales discounts,"1,533.11",,a.varga,04/26/2025 3:33:48 AM
,,,Credit note 4652,1200,Accounts receivable,,"1,533.11",,
04/26/2025,Bill,1246,Supplier invoice 4685,06500,Bank charges,"10,869.23",,a.varga,04/26/2025 3:22:14 PM
,,,Supplier invoice 4685,2010,Accounts payable,,"10,869.23",,
04/26/2025,Bill,1250,Supplier invoice 4692,6200,Professional fees,"3,253.54",,d.okonkwo,04/26/2025 9:44:47 PM
,,,Supplier invoice 4692,2010,Accounts payable,,"3,253.54",,
04/26/2025,Bill,1259,Purchase order 4708,06200,Professional fees,"2,165.91",,d.okonkwo,04/26/2025 8:53:22 PM
,,,Purchase order 4708,2010,Accounts payable,,"2,165.91",,
04/27/2025,Payment,1234,Customer payment 4660,1010,Cash and cash equivalents:Operating account,"11,104.96",,a.varga,04/27/2025 5:35:50 AM
,,,Customer payment 4660,1200,Accounts receivable,,"11,104.96",,
04/27/2025,Payment,1238,Customer payment 4668,1010,Cash and cash equivalents:Operating account,"7,330.20",,s.pettersen,04/27/2025 11:24:00 PM
,,,Customer payment 4668,1200,Accounts receivable,,,,
04/28/2025,Bill Payment (Check),1221,Payment to supplier 4634,2010,Accounts payable,"5,630.72",,System Administrator,04/28/2025 2:17:39 AM
,,,Payment to supplier 4634,1010,Cash and cash equivalents:Operating account,,"5,630.72",,
04/28/2025,Transfer,1231,Transfer between bank accounts,1020,Cash and cash equivalents:Payroll account,"34,319.81",,d.okonkwo,04/28/2025 8:16:27 AM
,,,Transfer between bank accounts,1010,Cash and cash equivalents:Operating account,,"34,319.81",,
04/28/2025,Bill,1258,Supplier invoice 4706,6200,Professional fees,"10,911.10",,System Administrator,04/28/2025 5:56:23 AM
,,,Supplier invoice 4706,2010,Accounts payable,,"10,911.10",,
04/29/2025,Invoice,1198,Invoice 2025-4588,1200,Accounts receivable,"7,796.15",,m.laurent,04/29/2025 6:09:50 PM
,,,Invoice 2025-4588,4010,Revenue:Product,,"6,496.79",,
,,,Invoice 2025-4588,2100,Sales tax payable,,"1,299.36",,
04/29/2025,Expense,1226,Reimbursement 4645,6110,Utilities,"1,285.08",,a.varga,04/29/2025 10:01:27 AM
,,,Reimbursement 4645,1010,Cash and cash equivalents:Operating account,,"1,285.08",,
04/29/2025,Journal Entry,1237,Deferred revenue release,2400,Deferred revenue,779.48,,d.okonkwo,04/29/2025 4:35:58 AM
,,,Deferred revenue release,4020,Revenue:Services,,779.48,,
04/30/2025,Invoice,1201,Progress billing 4594,1200,Accounts receivable,"9,591.46",,d.okonkwo,04/30/2025 5:28:05 PM
,,,Progress billing 4594,4020,Revenue:Services,,"7,992.88",,
,,,Progress billing 4594,2100,Sales tax payable,,"1,598.58",,
04/30/2025,Sales Receipt,1220,Progress billing 4633,1010,Cash and cash equivalents:Operating account,"1,860.52-",,a.varga,04/30/2025 2:09:32 PM
,,,Progress billing 4633,4010,Revenue:Product,,"1,550.43-",,
,,,Progress billing 4633,2100,Sales tax payable,,310.09-,,
04/30/2025,Invoice,1248,Retainer 4687,01200,Accounts receivable,"4,322.35",,System Administrator,04/30/2025 5:34:01 PM
,,,Retainer 4687,4010,Revenue:Product,,"3,601.96",,
,,,Retainer 4687,2100,Sales tax payable,,720.39,,
04/30/2025,Invoice,1261,Progress billing 4714,1200,Accounts receivable,"14,725.48",,d.okonkwo,04/30/2025 10:09:34 AM
,,,Progress billing 4714,4030,Revenue:Support,,"12,271.23",,
,,,Progress billing 4714,2100,Sales tax payable,,"2,454.25",,
,,,Total for April 2025,,,"505,680.98","505,680.98",,
05/01/2025,Bill,1271,Supplier invoice 4734,5010,Cost of sales:Materials,"4,274.95",,d.okonkwo,05/01/2025 3:37:33 AM
,,,Supplier invoice 4734,2010,Accounts payable,,"4,274.95",,
05/01/2025,Invoice,1281,Progress billing 4759,1200,Accounts receivable,"20,537.45",,d.okonkwo,05/01/2025 6:16:25 AM
,,,Progress billing 4759,4010,Revenue:Product,,"17,114.54",,
,,,Progress billing 4759,2100,Sales tax payable,,"3,422.91",,
05/01/2025,Sales Receipt,1296,Licence renewal 4784,1010,Cash and cash equivalents:Operating account,"3,169.46",,d.okonkwo,05/01/2025 4:36:20 PM
,,,Licence renewal 4784,4010,Revenue:Product,,"2,641.22",,
,,,Licence renewal 4784,2100,Sales tax payable,,528.24,,
05/01/2025,Expense,1311,Monthly service 4815,6400,Travel and entertainment,"1,392.61",,m.laurent,05/01/2025 9:45:03 PM
,,,Monthly service 4815,1010,Cash and cash equivalents:Operating account,,"1,392.61",,
05/01/2025,Bill Payment (Check),1313,Payment to supplier 4818,2010,Accounts payable,"1,250.83",,a.varga,05/01/2025 7:59:54 PM
,,,Payment to supplier 4818,1010,Cash and cash equivalents:Operating account,,"1,250.83",,
05/01/2025,Sales Receipt,1327,Invoice 2025-4841,1010,Cash and cash equivalents:Operating account,"3,119.44",,d.okonkwo,05/01/2025 7:32:39 AM
,,,Invoice 2025-4841,4010,Revenue:Product,,"2,599.53",,
,,,Invoice 2025-4841,2100,Sales tax payable,,519.91,,
05/02/2025,Bill,1316,Supplier invoice 4821,6500,Bank charges,"8,230.75",,m.laurent,05/02/2025 4:20:16 AM
,,,Supplier invoice 4821,2010,Accounts payable,,"8,230.75",,
05/02/2025,Sales Receipt,1319,Retainer 4827,1010,Cash and cash equivalents:Operating account,"1,506.74",,System Administrator,05/02/2025 2:44:17 AM
,,,Retainer 4827,4010,Revenue:Product,,"1,255.62",,
,,,Retainer 4827,2100,Sales tax payable,,251.12,,
05/03/2025,Vendor Credit,1315,Supplier credit 4820,2010,Accounts payable,709.42,,System Administrator,05/03/2025 3:52:32 AM
,,,Supplier credit 4820,6200,Professional fees,,709.42,,
05/05/2025,Deposit,1289,Bank deposit 4776,1010,Cash and cash equivalents:Operating account,"4,770.51",,System Administrator,05/05/2025 7:25:40 AM
,,,Bank deposit 4776,2400,Deferred revenue,,"4,770.51",,
05/05/2025,Journal Entry,1308,Depreciation for the period,6600,Depreciation,"3,340.42",,System Administrator,05/05/2025 10:45:14 PM
,,,Depreciation for the period,1790,Accumulated depreciation,,"3,340.42",,
05/05/2025,Vendor Credit,1320,Supplier credit 4829,2010,Accounts payable,649.27,,d.okonkwo,05/05/2025 1:45:19 PM
,,,Supplier credit 4829,6500,Bank charges,,649.27,,
05/06/2025,Invoice,1274,Retainer 4742,1200,Accounts receivable,"7,284.70",,s.pettersen,05/06/2025 8:33:18 AM
,,,Retainer 4742,4010,Revenue:Product,,"6,070.58",,
,,,Retainer 4742,2100,Sales tax payable,,"1,214.12",,
05/06/2025,Expense,1305,Monthly service 4802,6500,Bank charges,"1,450.43",,s.pettersen,05/06/2025 4:37:58 PM
,,,Monthly service 4802,1010,Cash and cash equivalents:Operating account,,"1,450.43",,
05/07/2025,Bill Payment (Check),1293,Payment to supplier 4780,2010,Accounts payable,"4,474.83",,a.varga,05/07/2025 2:43:42 AM
,,,Payment to supplier 4780,1010,Cash and cash equivalents:Operating account,,"4,474.83",,
05/07/2025,Expense,1318,Reimbursement 4824,6100,Rent,762.17,,d.okonkwo,05/07/2025 12:58:36 PM
,,,Reimbursement 4824,1010,Cash and cash equivalents:Operating account,,762.17,,
05/07/2025,Invoice,1326,Retainer 4840,1200,Accounts receivable,"20,044.25",,s.pettersen,05/07/2025 9:10:00 AM
,,,Retainer 4840,4020,Revenue:Services,,"16,703.54",,
,,,Retainer 4840,2100,Sales tax payable,,"3,340.71",,
05/09/2025,Payment,1277,Customer payment 4750,1010,Cash and cash equivalents:Operating account,"15,300.01",,m.laurent,05/09/2025 9:53:48 PM
,,,Customer payment 4750,1200,Accounts receivable,,"15,300.01",,
05/09/2025,Invoice,1286,Invoice 2025-4771,1200,Accounts receivable,"20,533.63",,s.pettersen,05/09/2025 11:14:58 PM
,,,Invoice 2025-4771,4010,Revenue:Product,,"17,111.36",,
,,,Invoice 2025-4771,2100,Sales tax payable,,"3,422.27",,
05/10/2025,Payment,1284,Customer payment 4766,1010,Cash and cash equivalents:Operating account,"3,478.21",,a.varga,05/10/2025 6:22:29 AM
,,,Customer payment 4766,1200,Accounts receivable,,"3,478.21",,
05/10/2025,Bill,1321,Purchase order 4830,6200,Professional fees,168.25,,d.okonkwo,05/10/2025 12:51:02 PM
,,,Purchase order 4830,2010,Accounts payable,,168.25,,
05/12/2025,Payment,1273,Customer payment 4739,1010,Cash and cash equivalents:Operating account,"16,661.48",,m.laurent,05/12/2025 6:34:03 AM
,,,Customer payment 4739,1200,Accounts receivable,,"16,661.48",,
05/12/2025,Payment,1331,Customer payment 4849,1010,Cash and cash equivalents:Operating account,"16,606.89",,d.okonkwo,05/12/2025 7:12:38 PM
,,,Customer payment 4849,1200,Accounts receivable,,"16,606.89",,
05/13/2025,Payment,1310,Customer payment 4813,01010,Cash and cash equivalents:Operating account,"5,775.01",,d.okonkwo,05/13/2025 3:38:07 PM
,,,Customer payment 4813,1200,Accounts receivable,,"5,775.01",,
05/14/2025,Payment,1302,Customer payment 4798,1010,Cash and cash equivalents:Operating account,"5,195.51",,System Administrator,05/14/2025 7:52:45 AM
,,,Customer payment 4798,1200,Accounts receivable,,"5,195.51",,
05/14/2025,Expense,1322,Purchase order 4832,5010,Cost of sales:Materials,"1,239.94",,s.pettersen,05/14/2025 1:10:26 PM
,,,Purchase order 4832,1010,Cash and cash equivalents:Operating account,,"1,239.94",,
05/15/2025,Journal Entry,1297,Depreciation for the period,6600,Depreciation,"3,567.06",,d.okonkwo,05/15/2025 7:49:25 AM
,,,Depreciation for the period,1790,Accumulated depreciation,,"3,567.06",,
05/15/2025,Invoice,1312,Retainer 4817,1200,Accounts receivable,"7,052.74",,d.okonkwo,05/15/2025 1:37:49 PM
,,,Retainer 4817,4020,Revenue:Services,,"5,877.28",,
,,,Retainer 4817,2100,Sales tax payable,,"1,175.46",,
05/16/2025,Expense,1294,Purchase order 4781,6100,Rent,"1,714.74",,m.laurent,05/16/2025 4:45:48 PM
,,,Purchase order 4781,1010,Cash and cash equivalents:Operating account,,"1,714.74",,
05/17/2025,Bill Payment (Check),1283,Payment to supplier 4763,2010,Accounts payable,"9,967.98",,d.okonkwo,05/17/2025 4:06:21 PM
,,,Payment to supplier 4763,1010,Cash and cash equivalents:Operating account,,"9,967.98",,
05/18/2025,Payment,1285,Customer payment 4769,1010,Cash and cash equivalents:Operating account,"3,092.76",,System Administrator,05/18/2025 10:16:19 PM
,,,Customer payment 4769,01200,Accounts receivable,,"3,092.76",,
05/18/2025,Bill,1324,Supplier invoice 4836,5010,Cost of sales:Materials,"4,874.39",,a.varga,05/18/2025 3:23:06 AM
,,,Supplier invoice 4836,2010,Accounts payable,,"4,874.39",,
05/18/2025,Deposit,1325,Bank deposit 4838,1010,Cash and cash equivalents:Operating account,"7,517.41",,d.okonkwo,05/18/2025 2:58:05 PM
,,,Bank deposit 4838,2400,Deferred revenue,,"7,517.41",,
05/18/2025,Bill,1330,Purchase order 4847,6110,Utilities,"7,373.63",,d.okonkwo,05/18/2025 8:58:04 AM
,,,Purchase order 4847,2010,Accounts payable,,"7,373.63",,
05/19/2025,Invoice,1275,Invoice 2025-4745,1200,Accounts receivable,"19,741.67",,a.varga,05/19/2025 9:14:20 AM
,,,Invoice 2025-4745,4010,Revenue:Product,,"16,451.39",,
,,,Invoice 2025-4745,2100,Sales tax payable,,"3,290.28",,
05/19/2025,Journal Entry,1280,Accrual reversal,2050,Accrued liabilities,666.12,,System Administrator,05/19/2025 3:10:33 PM
,,,Accrual reversal,5010,Cost of sales:Materials,,666.12,,
05/19/2025,Journal Entry,1301,Deferred revenue release,2400,Deferred revenue,"4,734.87",,a.varga,05/19/2025 3:58:30 PM
,,,Deferred revenue release,4020,Revenue:Services,,"4,734.86",,
05/23/2025,Expense,1276,Purchase order 4748,6250,Software subscriptions,598.76,,s.pettersen,05/23/2025 6:06:56 AM
,,,Purchase order 4748,1010,Cash and cash equivalents:Operating account,,598.76,,
05/23/2025,Invoice,1290,Invoice 2025-4777,1200,Accounts receivable,"1,465.19",,a.varga,05/23/2025 2:41:21 PM
,,,Invoice 2025-4777,04010,Revenue:Product,,"1,220.99",,
,,,Invoice 2025-4777,2100,Sales tax payable,,244.20,,
05/23/2025,Payment,1292,Customer payment 4779,1010,Cash and cash equivalents:Operating account,"10,318.96",,s.pettersen,05/23/2025 10:09:23 PM
,,,Customer payment 4779,1200,Accounts receivable,,"10,318.96",,
05/24/2025,Expense,1278,Purchase order 4752,5010,Cost of sales:Materials,"1,035.87",,m.laurent,05/24/2025 9:20:45 AM
,,,Purchase order 4752,1010,Cash and cash equivalents:Operating account,,"1,035.87",,
05/24/2025,Bill Payment (Check),1282,Payment to supplier 4760,2010,Accounts payable,275.65,,System Administrator,05/24/2025 2:15:45 PM
,,,Payment to supplier 4760,1010,Cash and cash equivalents:Operating account,,275.65,,
05/24/2025,Invoice,1299,Invoice 2025-4791,1200,Accounts receivable,"18,764.18",,System Administrator,05/24/2025 11:39:46 AM
,,,Invoice 2025-4791,4020,Revenue:Services,,"15,636.82",,
,,,Invoice 2025-4791,2100,Sales tax payable,,"3,127.36",,
05/24/2025,Payment,1300,Customer payment 4793,1010,Cash and cash equivalents:Operating account,"10,783.80",,d.okonkwo,05/24/2025 1:16:49 PM
,,,Customer payment 4793,1200,Accounts receivable,,"10,783.80",,
05/24/2025,Sales Receipt,1306,Licence renewal 4805,1010,Cash and cash equivalents:Operating account,"3,259.48",,m.laurent,05/24/2025 2:22:02 AM
,,,Licence renewal 4805,4010,Revenue:Product,,"2,716.23",,
,,,Licence renewal 4805,2100,Sales tax payable,,543.25,,
05/24/2025,Invoice,1314,Retainer 4819,1200,Accounts receivable,"10,126.31",,s.pettersen,05/24/2025 1:56:38 AM
,,,Retainer 4819,4020,Revenue:Services,,"8,438.59",,
,,,Retainer 4819,2100,Sales tax payable,,"1,687.72",,
05/25/2025,Expense,1288,Reimbursement 4774,6250,Software subscriptions,"1,202.59",,s.pettersen,05/25/2025 5:01:30 PM
,,,Reimbursement 4774,1010,Cash and cash equivalents:Operating account,,"1,202.59",,
05/25/2025,Vendor Credit,1295,Supplier credit 4783,2010,Accounts payable,"1,878.10",,System Administrator,05/25/2025 4:01:01 AM
,,,Supplier credit 4783,6300,Marketing,,"1,878.10",,
05/26/2025,Invoice,1304,Licence renewal 4801,1200,Accounts receivable,"4,383.08",,System Administrator,05/26/2025 5:51:53 AM
,,,Licence renewal 4801,4010,Revenue:Product,,"3,652.57",,
,,,Licence renewal 4801,2100,Sales tax payable,,730.51,,
05/26/2025,Bill Payment (Check),1329,Payment to supplier 4844,2010,Accounts payable,"8,533.93",,m.laurent,05/26/2025 3:59:19 PM
,,,Payment to supplier 4844,1010,Cash and cash equivalents:Operating account,,"8,533.93",,
05/26/2025,Invoice,1332,Progress billing 4852,1200,Accounts receivable,"8,084.65",,System Administrator,05/26/2025 3:36:58 PM
,,,Progress billing 4852,4010,Revenue:Product,,"6,737.21",,
,,,Progress billing 4852,2100,Sales tax payable,,"1,347.44",,
05/27/2025,Invoice,1272,Licence renewal 4737,1200,Accounts receivable,"5,548.25",,m.laurent,05/27/2025 2:35:41 AM
,,,Licence renewal 4737,4010,Revenue:Product,,"4,623.54",,
,,,Licence renewal 4737,2100,Sales tax payable,,924.71,,
05/27/2025,Payment,1279,Customer payment 4755,1010,Cash and cash equivalents:Operating account,"7,270.61",,m.laurent,05/27/2025 5:33:42 PM
,,,Customer payment 4755,1200,Accounts receivable,,"7,270.61",,
05/27/2025,Payment,1307,Customer payment 4806,1010,Cash and cash equivalents:Operating account,"16,111.68",,System Administrator,05/27/2025 8:26:05 PM
,,,Customer payment 4806,1200,Accounts receivable,,"16,111.68",,
05/28/2025,Payment,1287,Customer payment 4773,01010,Cash and cash equivalents:Operating account,"13,594.33",,s.pettersen,05/28/2025 11:39:31 PM
,,,Customer payment 4773,1200,Accounts receivable,,"13,594.33",,
05/28/2025,Expense,1328,Purchase order 4843,6500,Bank charges,396.13,,System Administrator,05/28/2025 10:34:47 AM
,,,Purchase order 4843,1010,Cash and cash equivalents:Operating account,,396.13,,
05/29/2025,Bill Payment (Check),1291,Payment to supplier 4778,2010,Accounts payable,"10,144.39",,m.laurent,05/29/2025 11:02:49 AM
,,,Payment to supplier 4778,1010,Cash and cash equivalents:Operating account,,"10,144.39",,
05/30/2025,Expense,1270,Supplier invoice 4732,6200,Professional fees,310.13,,s.pettersen,05/30/2025 11:00:59 PM
,,,Supplier invoice 4732,1010,Cash and cash equivalents:Operating account,,310.13,,
05/30/2025,Bill Payment (Check),1317,Payment to supplier 4822,2010,Accounts payable,"4,455.01",,s.pettersen,05/30/2025 10:48:00 PM
,,,Payment to supplier 4822,1010,Cash and cash equivalents:Operating account,,"4,455.01",,
05/30/2025,Payment,1323,Customer payment 4834,1010,Cash and cash equivalents:Operating account,"9,523.86",,System Administrator,05/30/2025 10:29:44 PM
,,,Customer payment 4834,1200,Accounts receivable,,"9,523.86",,
05/31/2025,Expense,1298,Supplier invoice 4789,6250,Software subscriptions,"1,719.78-",,s.pettersen,05/31/2025 11:47:45 PM
,,,Supplier invoice 4789,1010,Cash and cash equivalents:Operating account,,"1,719.78-",,
05/31/2025,Payment,1303,Customer payment 4799,01010,Cash and cash equivalents:Operating account,"14,594.21",,m.laurent,05/31/2025 7:21:40 AM
,,,Customer payment 4799,1200,Accounts receivable,,"14,594.21",,
05/31/2025,Payment,1309,Customer payment 4812,1010,Cash and cash equivalents:Operating account,"6,542.42",,System Administrator,05/31/2025 11:24:03 PM
,,,Customer payment 4812,1200,Accounts receivable,,"6,542.42",,
,,,Total for May 2025,,,"409,712.32","409,712.32",,
06/01/2025,Payment,1391,Customer payment 4964,1010,Cash and cash equivalents:Operating account,"1,589.45",,s.pettersen,06/01/2025 6:49:11 AM
,,,Customer payment 4964,1200,Accounts receivable,,"1,589.45",,
06/01/2025,Bill,1400,Supplier invoice 4981,5010,Cost of sales:Materials,"8,549.48",,m.laurent,06/01/2025 7:07:00 AM
,,,Supplier invoice 4981,2010,Accounts payable,,"8,549.48",,
06/02/2025,Deposit,1372,Bank deposit 4924,1010,Cash and cash equivalents:Operating account,"2,750.49",,System Administrator,06/02/2025 4:43:49 AM
,,,Bank deposit 4924,2400,Deferred revenue,,"2,750.49",,
06/03/2025,Bill,1336,Monthly service 4858,6500,Bank charges,"7,038.86",,m.laurent,06/03/2025 9:30:59 AM
,,,Monthly service 4858,2010,Accounts payable,,"7,038.86",,
06/03/2025,Journal Entry,1348,Reclassification,6200,Professional fees,961.07,,s.pettersen,06/03/2025 6:49:02 AM
,,,Reclassification,6100,Rent,,961.07,,
06/05/2025,Expense,1347,Reimbursement 4881,6300,Marketing,"2,166.18",,d.okonkwo,06/05/2025 7:56:32 AM
,,,Reimbursement 4881,1010,Cash and cash equivalents:Operating account,,"2,166.18",,
06/05/2025,Invoice,1354,Invoice 2025-4895,1200,Accounts receivable,"7,719.68",,d.okonkwo,06/05/2025 9:19:45 PM
,,,Invoice 2025-4895,4010,Revenue:Product,,"6,433.07",,
,,,Invoice 2025-4895,2100,Sales tax payable,,"1,286.61",,
06/06/2025,Bill,1362,Purchase order 4910,6420,Travel and entertainment:Conferences,"7,029.74",,d.okonkwo,06/06/2025 10:34:49 PM
,,,Purchase order 4910,2010,Accounts payable,,"7,029.74",,
06/06/2025,Bill Payment (Check),1381,Payment to supplier 4938,2010,Accounts payable,"5,479.61",,d.okonkwo,06/06/2025 11:39:49 AM
,,,Payment to supplier 4938,1010,Cash and cash equivalents:Operating account,,"5,479.61",,
06/06/2025,Invoice,1395,Progress billing 4974,1200,Accounts receivable,"17,632.32",,d.okonkwo,06/06/2025 7:02:37 AM
,,,Progress billing 4974,4020,Revenue:Services,,"14,693.60",,
,,,Progress billing 4974,2100,Sales tax payable,,"2,938.72",,
06/06/2025,Expense,1408,Purchase order 4994,6500,Bank charges,"1,636.66",,m.laurent,06/06/2025 10:05:16 AM
,,,Purchase order 4994,1010,Cash and cash equivalents:Operating account,,"1,636.66",,
06/07/2025,Bill,1359,Purchase order 4906,5020,Cost of sales:Freight,515.99,,m.laurent,06/07/2025 4:41:39 PM
,,,Purchase order 4906,2010,Accounts payable,,515.99,,
06/07/2025,Journal Entry,1370,Reclassification,6100,Rent,"4,213.07",,d.okonkwo,06/07/2025 6:54:25 AM
,,,Reclassification,6500,Bank charges,,"4,213.07",,
06/07/2025,Payment,1385,Customer payment 4946,1010,Cash and cash equivalents:Operating account,"10,783.50",,System Administrator,06/07/2025 3:59:12 PM
,,,Customer payment 4946,1200,Accounts receivable,,"10,783.50",,
06/07/2025,Bill Payment (Check),1388,Payment to supplier 4955,2010,Accounts payable,"9,825.36",,a.varga,06/07/2025 8:17:00 AM
,,,Payment to supplier 4955,1010,Cash and cash equivalents:Operating account,,"9,825.36",,
06/09/2025,Bill,1340,Purchase order 4864,6260,Software subscriptions:AI tools,"10,014.19",,s.pettersen,06/09/2025 4:39:08 AM
,,,Purchase order 4864,2010,Accounts payable,,"10,014.19",,
06/09/2025,Bill Payment (Check),1365,Payment to supplier 4915,2010,Accounts payable,"9,598.45",,System Administrator,06/09/2025 3:14:49 AM
,,,Payment to supplier 4915,01010,Cash and cash equivalents:Operating account,,"9,598.45",,
06/09/2025,Journal Entry,1379,Revaluation of foreign balances,6900,Foreign exchange gain or loss,894.11,,d.okonkwo,06/09/2025 8:33:39 AM
,,,Revaluation of foreign balances,1200,Accounts receivable,,894.11,,
06/10/2025,Payment,1333,Customer payment 4854,1010,Cash and cash equivalents:Operating account,"13,586.82",,System Administrator,06/10/2025 4:37:21 AM
,,,Customer payment 4854,1200,Accounts receivable,,,,
06/10/2025,Expense,1350,Reimbursement 4887,5010,Cost of sales:Materials,327.52,,System Administrator,06/10/2025 7:19:52 AM
,,,Reimbursement 4887,1010,Cash and cash equivalents:Operating account,,327.52,,
06/10/2025,Bill Payment (Check),1390,Payment to supplier 4961,2010,Accounts payable,"4,007.50",,m.laurent,06/10/2025 3:48:37 AM
,,,Payment to supplier 4961,1010,Cash and cash equivalents:Operating account,,"4,007.50",,
06/12/2025,Invoice,1339,Progress billing 4862,1200,Accounts receivable,"17,524.66",,System Administrator,06/12/2025 6:02:51 AM
,,,Progress billing 4862,4020,Revenue:Services,,"14,603.88",,
,,,Progress billing 4862,2100,Sales tax payable,,"2,920.78",,
06/12/2025,Bill,1341,Purchase order 4867,5010,Cost of sales:Materials,"11,282.26",,m.laurent,06/12/2025 7:11:16 PM
,,,Purchase order 4867,2010,Accounts payable,,"11,282.26",,
06/12/2025,Invoice,1356,Retainer 4900,1200,Accounts receivable,"15,627.72-",,d.okonkwo,06/12/2025 9:12:32 AM
,,,Retainer 4900,4010,Revenue:Product,,"13,023.10-",,
,,,Retainer 4900,2100,Sales tax payable,,"2,604.62-",,
06/12/2025,Invoice,1383,Retainer 4942,1200,Accounts receivable,"16,752.05",,a.varga,06/12/2025 7:03:05 AM
,,,Retainer 4942,4010,Revenue:Product,,"13,960.04",,
,,,Retainer 4942,2100,Sales tax payable,,"2,792.01",,
06/12/2025,Invoice,1392,Licence renewal 4966,1200,Accounts receivable,"1,379.00",,System Administrator,06/12/2025 3:15:25 PM
,,,Licence renewal 4966,4010,Revenue:Product,,"1,149.17",,
,,,Licence renewal 4966,02100,Sales tax payable,,229.83,,
06/12/2025,Bill Payment (Check),1401,Payment to supplier 4983,2010,Accounts payable,"10,088.30",,s.pettersen,06/12/2025 1:27:34 AM
,,,Payment to supplier 4983,1010,Cash and cash equivalents:Operating account,,"10,088.30",,
06/13/2025,Invoice,1337,Progress billing 4859,1200,Accounts receivable,"9,950.69",,m.laurent,06/13/2025 9:46:12 AM
,,,Progress billing 4859,4020,Revenue:Services,,"8,292.24",,
,,,Progress billing 4859,2100,Sales tax payable,,"1,658.45",,
06/13/2025,Journal Entry,1368,Accrual reversal,2050,Accrued liabilities,"1,467.49",,m.laurent,06/13/2025 11:13:47 AM
,,,Accrual reversal,6100,Rent,,"1,467.49",,
06/13/2025,Invoice,1404,Licence renewal 4987,1200,Accounts receivable,"19,442.05",,System Administrator,06/13/2025 10:31:11 PM
,,,Licence renewal 4987,4010,Revenue:Product,,"16,201.71",,
,,,Licence renewal 4987,2100,Sales tax payable,,"3,240.34",,
06/13/2025,Journal Entry,1410,Depreciation for the period,6600,Depreciation,"2,167.83",,m.laurent,06/13/2025 8:44:20 PM
,,,Depreciation for the period,1790,Accumulated depreciation,,"2,167.83",,
06/14/2025,Bill,1361,Purchase order 4909,6420,Travel and entertainment:Conferences,"4,947.45",,System Administrator,06/14/2025 10:06:13 PM
,,,Purchase order 4909,2010,Accounts payable,,"4,947.45",,
06/14/2025,Journal Entry,1375,Accrual reversal,2050,Accrued liabilities,"1,240.07",,a.varga,06/14/2025 7:20:36 PM
,,,Accrual reversal,5010,Cost of sales:Materials,,,,
06/15/2025,Invoice,1346,Invoice 2025-4879,1200,Accounts receivable,"16,701.91",,d.okonkwo,06/15/2025 9:10:46 AM
,,,Invoice 2025-4879,4010,Revenue:Product,,"13,918.26",,
,,,Invoice 2025-4879,2100,Sales tax payable,,"2,783.65",,
06/15/2025,Invoice,1351,Invoice 2025-4890,01200,Accounts receivable,"5,975.58",,d.okonkwo,06/15/2025 2:42:07 PM
,,,Invoice 2025-4890,4010,Revenue:Product,,"4,979.65",,
,,,Invoice 2025-4890,2100,Sales tax payable,,995.93,,
06/15/2025,Bill Payment (Check),1363,Payment to supplier 4911,2010,Accounts payable,"6,284.76-",,m.laurent,06/15/2025 9:48:32 PM
,,,Payment to supplier 4911,1010,Cash and cash equivalents:Operating account,,"6,284.76-",,
06/15/2025,Expense,1376,Supplier invoice 4930,6300,Marketing,"1,091.52",,System Administrator,06/15/2025 5:30:51 AM
,,,Supplier invoice 4930,1010,Cash and cash equivalents:Operating account,,"1,091.52",,
06/15/2025,Payment,1384,Customer payment 4945,1010,Cash and cash equivalents:Operating account,"9,456.21",,s.pettersen,06/15/2025 1:27:05 PM
,,,Customer payment 4945,1200,Accounts receivable,,"9,456.21",,
06/16/2025,Payment,1343,Customer payment 4873,1010,Cash and cash equivalents:Operating account,"20,857.20",,System Administrator,06/16/2025 10:39:09 AM
,,,Customer payment 4873,1200,Accounts receivable,,"20,857.20",,
06/17/2025,Sales Receipt,1334,Invoice 2025-4856,1010,Cash and cash equivalents:Operating account,"2,171.77",,a.varga,06/17/2025 12:59:10 AM
